"Queensrÿche","The Whisper - Digital Remaster"
"NME","Warrior"
"NME","Warrior"
"Protest The Hero","C'est La Vie"
"Protest The Hero","C'est La Vie"
"Atreyu","Lose It"
"Atreyu","Lose It"
"Opeth","Ending Credits - Live at Shepherd's Bush Empire, London"
"Opeth","Ending Credits - Live at Shepherd's Bush Empire, London"
"Flying Colors","Kayla"
"Flying Colors","Kayla"
"Primus","Over The Electric Grapevine"
"Primus","Over The Electric Grapevine"
"Cannibal Corpse","Evidence In The Furnace"
"Cannibal Corpse","Evidence In The Furnace"
"Arckanum","Þjóbaugvittr"
"Arckanum","Þjóbaugvittr"
"Marvins Revolt","Deliberate Deeds"
"Marvins Revolt","Deliberate Deeds"
"Destroying the Devoid","The Endless Cycles of Lunacy"
"Destroying the Devoid","The Endless Cycles of Lunacy"
"Talking Heads","Don't Worry About The Government"
"Talking Heads","Don't Worry About The Government"
"Trenchrot","Gustav Gun"
"Trenchrot","Gustav Gun"
"Ice Nine Kills","The Coffin Is Moving"
"Ice Nine Kills","The Coffin Is Moving"
"The Air I Breathe","Vale Dicere"
"The Air I Breathe","Vale Dicere"
"Invicti","AOTY"
"Invicti","AOTY"
"Black Sabbath","Into The Void"
"Black Sabbath","Into The Void"
"Krallice","Tyranny of Thought"
"Krallice","Tyranny of Thought"
"Symphony X","Awakenings"
"Symphony X","Awakenings"
"Team Sleep","Formant - Live"
"Team Sleep","Formant - Live"
"Mindy Smith","Come To Jesus"
"Mindy Smith","Come To Jesus"
"Kamelot, Simone Simons","The Haunting (Somewhere in Time) [feat. Simone Simons]"
"Kamelot, Simone Simons","The Haunting (Somewhere in Time) [feat. Simone Simons]"
"Hood","The lost you"
"Hood","The lost you"
"The Mars Volta, Cedric Bixler Zavala, Isaiah Ikey Owens, John Frusciante, Juan Aldarete De La Pena, Marcel Rodriguez Lopez, Omar Rodriguez Lopez, Thomas Pridgen","Teflon"
"The Mars Volta, Cedric Bixler Zavala, Isaiah Ikey Owens, John Frusciante, Juan Aldarete De La Pena, Marcel Rodriguez Lopez, Omar Rodriguez Lopez, Thomas Pridgen","Teflon"
"Tera Melos","Melody 5"
"Tera Melos","Melody 5"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Cattle Decapitation","Tooth Enamel And Concrete"
"Hissing","Cairn"
"Hissing","Cairn"
"Hissing","Cairn"
"Hissing","Cairn"
"Full Of Hell","Vessel Deserted"
"Full Of Hell","Vessel Deserted"
"Oathbreaker","Needles in Your Skin"
"Oathbreaker","Needles in Your Skin"
"Meshuggah","The mouth licking what you've bled"
"Meshuggah","The mouth licking what you've bled"
"Hissing","Cairn"
"Hissing","Cairn"
"Meshuggah","The mouth licking what you've bled"
"Meshuggah","The mouth licking what you've bled"
"Meshuggah","The mouth licking what you've bled"
"Meshuggah","The mouth licking what you've bled"
"Meshuggah","The mouth licking what you've bled"
"Meshuggah","The mouth licking what you've bled"
"Meshuggah","The mouth licking what you've bled"
"Meshuggah","The mouth licking what you've bled"
"Spock's Beard","Tides of Time"
"Spock's Beard","Tides of Time"
"Hissing","Cairn"
"Hissing","Cairn"
"Hissing","Cairn"
"Hissing","Cairn"
"Spock's Beard","Tides of Time"
"Spock's Beard","Tides of Time"
"Spock's Beard","Tides of Time"
"Spock's Beard","Tides of Time"
"Elder","Compendium"
"Elder","Compendium"
"Trivium","Down From The Sky"
"Trivium","Down From The Sky"
"Overkill","Soulitude"
"Overkill","Soulitude"
"Toothgrinder","Diamonds For Gold"
"Toothgrinder","Diamonds For Gold"
"Phish","Guyute"
"Phish","Guyute"
"Rings of Saturn","Natural Selection"
"Rings of Saturn","Natural Selection"
"Soen","Void"
"Soen","Void"
"Frank Zappa","Son Of Mr. Green Genes"
"Frank Zappa","Son Of Mr. Green Genes"
"VOLA","Gutter Moon"
"VOLA","Gutter Moon"
"Kyuss","Thumb"
"Kyuss","Thumb"
"Sodom","Rolling Thunder"
"Sodom","Rolling Thunder"
"Code I","Our Eyes Will Bleed Colour"
"Code I","Our Eyes Will Bleed Colour"
"Enter Shikari","Arguing With Thermometers"
"Enter Shikari","Arguing With Thermometers"
"Enslaved","Violet Dawning - Live"
"Enslaved","Violet Dawning - Live"
"Sharon Van Etten","Every Time the Sun Comes Up"
"Sharon Van Etten","Every Time the Sun Comes Up"
"Dokken","Alone Again"
"Dokken","Alone Again"
"Vile Creature","A Pessimistic Doomsayer"
"Vile Creature","A Pessimistic Doomsayer"
"The Dear Hunter","A Night on the Town"
"The Dear Hunter","A Night on the Town"
"Underoath","A Divine Eradication"
"Underoath","A Divine Eradication"
"Widek, Per Nilsson","Canis Majoris (feat. Per Nilsson)"
"Widek, Per Nilsson","Canis Majoris (feat. Per Nilsson)"
"Vektor","Collapse"
"Vektor","Collapse"
"LITE","Echolocation"
"LITE","Echolocation"
"Karfagen","Magician’s Spell"
"Karfagen","Magician’s Spell"
"The Speed of Sound in Seawater","Hot and Bothered by Space"
"The Speed of Sound in Seawater","Hot and Bothered by Space"
"Hand Of Mercy","Axis"
"Hand Of Mercy","Axis"
"Thou","Smoke Pigs"
"Thou","Smoke Pigs"
"ARP, Ran Yerushalmi, Alon Tamir, Yogev Gabay","Gone (Not Here)"
"ARP, Ran Yerushalmi, Alon Tamir, Yogev Gabay","Gone (Not Here)"
"Thank You Scientist","Caverns"
"Thank You Scientist","Caverns"
"Animals As Leaders","Another Year"
"Animals As Leaders","Another Year"
"Carnage","Infestation Of Evil"
"Carnage","Infestation Of Evil"
"Blood Incantation","Chaoplasm"
"Blood Incantation","Chaoplasm"
"Void Of Vision","CTRL Freak"
"Void Of Vision","CTRL Freak"
"Kansas","Visibility Zero"
"Kansas","Visibility Zero"
"Dan Caine","The Last Tide"
"Dan Caine","The Last Tide"
"Mouth Of The Architect","Carry On"
"Mouth Of The Architect","Carry On"
"As I Lay Dying","Parallels"
"As I Lay Dying","Parallels"
"Arcane","Unturning"
"Arcane","Unturning"
"Roger Waters","Set The Controls For The Heart Of The Sun - Live"
"Roger Waters","Set The Controls For The Heart Of The Sun - Live"
"God Is An Astronaut","Vetus Memoria"
"God Is An Astronaut","Vetus Memoria"
"The Derek Trucks Band","Pleasant Gardens"
"The Derek Trucks Band","Pleasant Gardens"
"Unwound","Radio Gra"
"Unwound","Radio Gra"
"Yndi Halda","Together Those Leave"
"Yndi Halda","Together Those Leave"
"Infecting the Swarm","Obscuring the Seventh Sun"
"Infecting the Swarm","Obscuring the Seventh Sun"
"Gazpacho","Desert Flight"
"Gazpacho","Desert Flight"
"Killswitch Engage","Always"
"Killswitch Engage","Always"
"Northlane","Windbreaker"
"Northlane","Windbreaker"
"Master","Submerged In Sin"
"Master","Submerged In Sin"
"Anthony Phillips","Scottish Suite - III. Electric Reaper"
"Anthony Phillips","Scottish Suite - III. Electric Reaper"
"Jang Hyun","Please Wait"
"Jang Hyun","Please Wait"
"Enslaved","Loke"
"Enslaved","Loke"
"Phinehas","Dead Choir"
"Phinehas","Dead Choir"
"Skyharbor","Miracle"
"Skyharbor","Miracle"
"Sodom","Caligula"
"Sodom","Caligula"
"Rings of Saturn","Utopia"
"Rings of Saturn","Utopia"
"Saint Vitus","Born Too Late"
"Saint Vitus","Born Too Late"
"Necrophagist","Intestinal Incubation"
"Necrophagist","Intestinal Incubation"
"Urfaust","The Healer"
"Urfaust","The Healer"
"Norma Jean","Death Is a Living Partner"
"Norma Jean","Death Is a Living Partner"
"Bury Tomorrow","Her Bones in the Sand"
"Bury Tomorrow","Her Bones in the Sand"
"Inhale Exhale","It's Myself Vs. Being A Man"
"Inhale Exhale","It's Myself Vs. Being A Man"
"Luz De Riada","Vórtices"
"Luz De Riada","Vórtices"
"Patricia Dallio","Traces de pas dans la braise"
"Patricia Dallio","Traces de pas dans la braise"
"Between The Buried And Me","Laser Speed"
"Between The Buried And Me","Laser Speed"
"Every Time I Die","Petal"
"Every Time I Die","Petal"
"Pelican","Last Day of Winter"
"Pelican","Last Day of Winter"
"Preoccupations","Memory"
"Preoccupations","Memory"
"Sylar","Soul Addiction"
"Sylar","Soul Addiction"
"Karnivool","Deadman"
"Karnivool","Deadman"
"Devin Townsend Project","March of the Poozers"
"Devin Townsend Project","March of the Poozers"
"Every Time I Die","Fear and Trembling"
"Every Time I Die","Fear and Trembling"
"Make Me Famous","Blind Date 101"
"Make Me Famous","Blind Date 101"
"Breakdown of Sanity","Deep Sleep"
"Breakdown of Sanity","Deep Sleep"
"A Sense of Gravity","Stormborn"
"A Sense of Gravity","Stormborn"
"Asking Alexandria","A Prophecy"
"Asking Alexandria","A Prophecy"
"Luz De Riada","Comparsa De Cronópios"
"Luz De Riada","Comparsa De Cronópios"
"Adestria","More Than You Know"
"Adestria","More Than You Know"
"The Sword","Iron Swan"
"The Sword","Iron Swan"
"Marsh Dweller","Where the Sky Ends"
"Marsh Dweller","Where the Sky Ends"
"Dream Theater","Space-Dye Vest"
"Dream Theater","Space-Dye Vest"
"Jared Dines","But Does It Djent"
"Jared Dines","But Does It Djent"
"Woe, Is Me","Stand Up"
"Woe, Is Me","Stand Up"
"Buried In Verona","Perceptions"
"Buried In Verona","Perceptions"
"Wage War","Alive"
"Wage War","Alive"
"Nuclear Assault","Brain Death"
"Nuclear Assault","Brain Death"
"Fates Warning","Seven Stars"
"Fates Warning","Seven Stars"
"Voivod","Tribal Convictions"
"Voivod","Tribal Convictions"
"Zach Hill","Iambic Strays"
"Zach Hill","Iambic Strays"
"In Hearts Wake","Divine"
"In Hearts Wake","Divine"
"Shokran, Patrick Somoulay","Disfigured Hand (feat. Patrick Somoulay)"
"Shokran, Patrick Somoulay","Disfigured Hand (feat. Patrick Somoulay)"
"Greyflood","Hidden Poetry"
"Greyflood","Hidden Poetry"
"Sodom","Napalm In The Morning"
"Sodom","Napalm In The Morning"
"Hellions","Quality of Life"
"Hellions","Quality of Life"
"Dreadnought","Minuet De Lune"
"Dreadnought","Minuet De Lune"
"Pomegranate Tiger","Paper Hammers"
"Pomegranate Tiger","Paper Hammers"
"Astra","Quake Meat"
"Astra","Quake Meat"
"X-Panda","The Game"
"X-Panda","The Game"
"Giardini di Mirò","Time On Time"
"Giardini di Mirò","Time On Time"
"Giraffe Tongue Orchestra","Thieves And Whores"
"Giraffe Tongue Orchestra","Thieves And Whores"
"Painted In Exile","Distanced By Dissonance"
"Painted In Exile","Distanced By Dissonance"
"X Japan","Week End"
"X Japan","Week End"
"Grails","The Natural Man"
"Grails","The Natural Man"
"Paradise Lost","No Hope in Sight"
"Paradise Lost","No Hope in Sight"
"We Came As Romans","Never Let Me Go"
"We Came As Romans","Never Let Me Go"
"Vildhjarta","Benblåst"
"Vildhjarta","Benblåst"
"PremiumTraX","Relaxed Chillout"
"PremiumTraX","Relaxed Chillout"
"Yngwie Malmsteen","Soldier Without Faith"
"Yngwie Malmsteen","Soldier Without Faith"
"Memphis May Fire, Jacoby Shaddix","This Light I Hold (feat. Jacoby Shaddix)"
"Memphis May Fire, Jacoby Shaddix","This Light I Hold (feat. Jacoby Shaddix)"
"Dance Gavin Dance","Death Of A Strawberry"
"Dance Gavin Dance","Death Of A Strawberry"
"Rockabye Baby!","Disposition"
"Rockabye Baby!","Disposition"
"Karnivool","Scarabs"
"Karnivool","Scarabs"
"The Contortionist","Holomovement"
"The Contortionist","Holomovement"
"Ninja Sex Party","Subdivisions"
"Ninja Sex Party","Subdivisions"
"Ninja Sex Party","Subdivisions"
"Ninja Sex Party","Subdivisions"
"Dismember","Override Of The Overture"
"Dismember","Override Of The Overture"
"Protest The Hero","A Life Embossed"
"Protest The Hero","A Life Embossed"
"Botch","Transitions From Persona To Object"
"Botch","Transitions From Persona To Object"
"ISIS","Altered Course (Remastered)"
"ISIS","Altered Course (Remastered)"
"Ambleside","Wash Away"
"Ambleside","Wash Away"
"Helloween","Heavy Metal (Is the Law)"
"Helloween","Heavy Metal (Is the Law)"
"Becoming The Archetype","Mountain Of Souls"
"Becoming The Archetype","Mountain Of Souls"
"Inquisition","Crush the Jewish Prophet"
"Inquisition","Crush the Jewish Prophet"
"Don Caballero","Please Tokio, Please THIS IS TOKIO"
"Don Caballero","Please Tokio, Please THIS IS TOKIO"
"Swans","Lunacy"
"Swans","Lunacy"
"Between The Buried And Me","The Primer"
"Between The Buried And Me","The Primer"
"Teitanblood","Morbid Devil of Pestilence"
"Teitanblood","Morbid Devil of Pestilence"
"Magic Circle","Rapture"
"Magic Circle","Rapture"
"The Dear Hunter","The Death and the Berth"
"The Dear Hunter","The Death and the Berth"
"Black Crown Initiate","The Fractured One"
"Black Crown Initiate","The Fractured One"
"Styx","Love In The Midnight"
"Styx","Love In The Midnight"
"Rival Choir","Empty Words"
"Rival Choir","Empty Words"
"Silent Planet","Firstwake"
"Silent Planet","Firstwake"
"Agalloch","Limbs"
"Agalloch","Limbs"
"Extol","Open the Gates"
"Extol","Open the Gates"
"Massage Tribe","Looking Inward - Indian Drones & Percussion for Meditation & Massage"
"Massage Tribe","Looking Inward - Indian Drones & Percussion for Meditation & Massage"
"MONO","Yearning"
"MONO","Yearning"
"Nobuo Uematsu","Dancing Mad (FINAL Fantasy Vi)"
"Nobuo Uematsu","Dancing Mad (FINAL Fantasy Vi)"
"Melvins","The Fool, The Meddling Idiot"
"Melvins","The Fool, The Meddling Idiot"
"Nightmarer","Vessel of Nausea"
"Nightmarer","Vessel of Nausea"
"Genesis","Visions Of Angels"
"Genesis","Visions Of Angels"
"Church Of Misery","Blood Sucking Freak (Richard Trenton Chase)"
"Church Of Misery","Blood Sucking Freak (Richard Trenton Chase)"
"Cave In","Moral Eclipse"
"Cave In","Moral Eclipse"
"Moon Tooth","White Stag"
"Moon Tooth","White Stag"
"Lost in Kiev","Insomnia"
"Lost in Kiev","Insomnia"
"Dorje","Flower of Life - Radio Edit"
"Dorje","Flower of Life - Radio Edit"
"Devin Townsend Project","Heaven Send"
"Devin Townsend Project","Heaven Send"
"Caligula's Horse","Daughter of the Mountain"
"Caligula's Horse","Daughter of the Mountain"
"Porcupine Tree","The Creator Has A Mastertape"
"Porcupine Tree","The Creator Has A Mastertape"
"Suffocation","Synthetically Revived"
"Suffocation","Synthetically Revived"
"The Dillinger Escape Plan","Widower"
"The Dillinger Escape Plan","Widower"
"Silver Mt. Zion","Mountains Made Of Steam"
"Silver Mt. Zion","Mountains Made Of Steam"
"Exxasens","Helios"
"Exxasens","Helios"
"Killswitch Engage","The End of Heartache"
"Killswitch Engage","The End of Heartache"
"TesseracT","Of Energy - Singularity"
"TesseracT","Of Energy - Singularity"
"Sea Hero","A Spoonful of Dirt"
"Sea Hero","A Spoonful of Dirt"
"The Dear Hunter","In Cauda Venenum"
"The Dear Hunter","In Cauda Venenum"
"Dream Theater","Under A Glass Moon"
"Dream Theater","Under A Glass Moon"
"The Color Morale","Humannequin"
"The Color Morale","Humannequin"
"Xibalba Itzaes","In Deamones Imperium"
"Xibalba Itzaes","In Deamones Imperium"
"Avenged Sevenfold","Chapter Four"
"Avenged Sevenfold","Chapter Four"
"Nihilist","When Life Has Ceased"
"Nihilist","When Life Has Ceased"
"Ihsahn","In The Vaults"
"Ihsahn","In The Vaults"
"Minus The Bear","Get Me Naked 2: The Electric Boogaloo"
"Minus The Bear","Get Me Naked 2: The Electric Boogaloo"
"Wolves In The Throne Room","Cleansing - Live"
"Wolves In The Throne Room","Cleansing - Live"
"Avenged Sevenfold","A Little Piece Of Heaven"
"Avenged Sevenfold","A Little Piece Of Heaven"
"Oceans Ate Alaska","Over the Edge"
"Oceans Ate Alaska","Over the Edge"
"Cannabis Corpse","Baptized in Bud"
"Cannabis Corpse","Baptized in Bud"
"If These Trees Could Talk","Malabar Front"
"If These Trees Could Talk","Malabar Front"
"Oceana","The Family Disease"
"Oceana","The Family Disease"
"Pain of Salvation","Chain Sling"
"Pain of Salvation","Chain Sling"
"Grand Magus","Hammer Of The North"
"Grand Magus","Hammer Of The North"
"Destroyer 666","Hounds at Ya Back"
"Destroyer 666","Hounds at Ya Back"
"Cynic","Evolutionary Sleeper"
"Cynic","Evolutionary Sleeper"
"Bathory","Blooded Shore"
"Bathory","Blooded Shore"
"Last Builders of Empire","Without Remorse"
"Last Builders of Empire","Without Remorse"
"Thrawsunblat","In Mist We Walk"
"Thrawsunblat","In Mist We Walk"
"Intronaut","Sore Sight For Eyes"
"Intronaut","Sore Sight For Eyes"
"Edge Of Sanity","Living Hell"
"Edge Of Sanity","Living Hell"
"Jono El Grande","Neo Dada"
"Jono El Grande","Neo Dada"
"Phinehas","Crowns"
"Phinehas","Crowns"
"Serpent Venom","Let Them Starve"
"Serpent Venom","Let Them Starve"
"Conan","Krull"
"Conan","Krull"
"Twelve Foot Ninja","Deluge"
"Twelve Foot Ninja","Deluge"
"Every Time I Die","1977"
"Every Time I Die","1977"
"Steven Wilson","Don't Hate Me"
"Steven Wilson","Don't Hate Me"
"Forevermore","Order"
"Forevermore","Order"
"Neurosis","Broken Ground"
"Neurosis","Broken Ground"
"Manilla Road","Road Of Kings"
"Manilla Road","Road Of Kings"
"Ruby the Hatchet","Vast Acid"
"Ruby the Hatchet","Vast Acid"
"Light Bearer","Primum Movens"
"Light Bearer","Primum Movens"
"Agent Fresco","Of Keen Gaze"
"Agent Fresco","Of Keen Gaze"
"Converge","Last Light"
"Converge","Last Light"
"Symphony X","Inferno (Unleash the Fire)"
"Symphony X","Inferno (Unleash the Fire)"
"Vomitor","Weeper's Carrion"
"Vomitor","Weeper's Carrion"
"In Mourning","Voyage Of A Wavering Mind"
"In Mourning","Voyage Of A Wavering Mind"
"Deathspell Omega","Blessed Are the Dead Whiche Dye in the Lorde"
"Deathspell Omega","Blessed Are the Dead Whiche Dye in the Lorde"
"Martyr","Nipsky"
"Martyr","Nipsky"
"Diocletian","The Iron Fist"
"Diocletian","The Iron Fist"
"NOMADS","Home"
"NOMADS","Home"
"Haken","1985"
"Haken","1985"
"Oceans Ate Alaska","High Horse"
"Oceans Ate Alaska","High Horse"
"Allegaeon","Threshold of Perception"
"Allegaeon","Threshold of Perception"
"Indesinence","Embryo Limbo"
"Indesinence","Embryo Limbo"
"Protest The Hero","Limb From Limb"
"Protest The Hero","Limb From Limb"
"Mustard Gas And Roses","Let It Roll"
"Mustard Gas And Roses","Let It Roll"
"Principal Edwards","Over And Out"
"Principal Edwards","Over And Out"
"Obsidian Kingdom","A Year with No Summer"
"Obsidian Kingdom","A Year with No Summer"
"Heavenwood","The High Priestess"
"Heavenwood","The High Priestess"
"Animals As Leaders","The Brain Dance"
"Animals As Leaders","The Brain Dance"
